name,artist,album,spotify_id,duration_ms
One Thing,Finger Eleven,Finger Eleven,2BepFzUWfczDk68DXj10w3,279573
Snuff,Slipknot,All Hope Is Gone (10th Anniversary),2vPZ4Lklyu75zBR3SgbFNI,276146
Save Me,Jelly Roll,Self Medicated,1rnYNAJPAb586NhetosdNW,240722
Lonely (with benny blanco),Justin Bieber,Lonely (with benny blanco),4y4spB9m0Q6026KfkAvy9Q,149297
"Dido and Aeneas, Z. 626 / Act III: ""When I Am Laid in Earth"" Dido's Lamento (Arr. by Mathieu Herzog for Cello and Strings)",Henry Purcell,Voice Of Hope,06O078Zw6xX8iMh4lpWn01,228181
If I Go I'm Going,Bart Crow,Dandelion,3ovxOoviQxPnHHdcQcRvoy,272742
She Likes the Beatles,William Clark Green,Rose Queen,38iGqJQPZcTYNx6bdR5YWC,256760
Beggars & Hangers-On,Slash's Snakepit,It's Five O'Clock Somewhere,67wiIvRCnoDwUYc54k614B,374360
Handcuffs,Parliament,Mothership Connection,4oLj9KbKkLEqemCVvSwVBU,243706
Circles,Post Malone,Hollywood's Bleeding,21jGcNKet2qwijlDFuPiPb,215280
Mood (feat. iann dior),24kGoldn,Mood (feat. iann dior),3tjFYV6RSFtuktYl3ZtYcq,140525
Astronaut In The Ocean,Masked Wolf,Astronaut In The Ocean,3Ofmpyhv5UAQ70mENzB277,132780
The Humbling River,Puscifer,C Is For (Please Insert Sophomoric Genitalia Reference Here),69GE6yPZZldvqtgBHrKXxg,305520
ilomilo,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",7qEKqBCD2vE5vIBsrUitpD,156370
Kokomo,The Beach Boys,Greatest Hits,2OZyDYkNED6mIDi8RXLnWy,215573
Better When You're High,Wax,B.A.A.A.,6i3CY4aIxYQuiD2fnXljHe,187129
Goin Broke,Dee Watkins,Goin Broke,2HVKiHOH0HQO1uorFNyr4e,136613
The Sound of Silence,Disturbed,Immortalized,1Cj2vqUwlJVG27gJrun92y,248466
Cant Remember,Player Dave,Cant Remember,0gwOfkwD0pksy73jf9tuM0,145102
Cygnus,ATYYA,Transcendance EP,7wV7aHkTKVMyd6ifQZGy2C,351851
Watching From A Distance,Esseks,Watching From A Distance,7fP6evA1EQzB1tpfbPk9ml,153599
Kallaha - Original Mix,DREMERS,Kallaha,5rVH3d3Z7NvT1zLpHzaMJe,204816
Contortionist,Their Dogs Were Astronauts,Neon Theatre,5Hx06nPpKL3wAUcnJIgcLO,355383
Ground All Day,Follies & Vices,Ground All Day,3PhOlL1Dc4dM1ev4Nrlj5y,216000
Androids Dream of Electric Sheep,Ghostemane,N / O / I / S / E,45OpZSZG22inlUEIF1VlGK,212799
Lazaretto,Ghostemane,ANTI-ICON,4BkM0A2FwgLB8Av8fKLMzg,113333
Hold On,Wilson Phillips,Wilson Phillips,4VZDv8sASBS8UruUBGTFdk,266866
DoomWave,Shredder 1984,Nemesis,3vNtlMoZ8ygMmFtxsRalPi,266925
Buttholes,Tom MacDonald,Buttholes,66l6K0cLwJ8b1g6d145nyt,225168
Eyes on Fire - Zeds Dead Remix,Blue Foundation,Eyes on Fire (Zeds Dead Remix) [Zed Dead Remix],3Oiauiojgokw9vWQvFmEoI,320000
Overlord,Irving Force,Godmode,6sarxmOqvHAETbeiYIvuyP,316569
Laalach,TroyBoi,"V!BEZ, Vol. 2",4j6pBh2PJo6UTdK4mt9ONc,183934
Girls Love Toast,The Holdup,Girls Love Toast,4vCT1aTwCF2OAPrRSPurQz,223184
Lazy Susan,Daktyl,Cyclical,2rGPF82vkJDCCjD2Y2Z4XB,123043
Aurora,CloZee,Evasion,15al1xliiIUjnTrY2cHJzY,230601
Honeydust,Of The Trees,Tanglewood,1SkMfOqQKMMTjPMPvumOGu,240000
Sailing the Solar Flares,Dirtwire,DIRTWIRE,56ahkH80GMeXhe5dZWZLD1,254815
Wolf Totem,The HU,The Gereg,5hISmTJXBXdOes4htbUhGk,338000
DNA War,Absolute Valentine,DNA War,4IXcyFokSa9eoAdzTX8mFT,243789
Stone Monkey,Toadface,Bugs For Breakfast,4P2nYaLxXk4ubDmUU0CCQp,205954
HOT DEMON B!TCHES NEAR U ! ! !,CORPSE,HOT DEMON B!TCHES NEAR U ! ! !,7v4pPS4A7NgY7bxFA3Etv3,96000
Miss YOU!,CORPSE,Miss YOU!,3pXVmZh293nWtqxildz9jf,92856
Venom,Ghostemane,Blackmage,7tUXZgLbOCvRJ9FBlairoU,134271
Vision,Hucci,404,3EG9sl0QfwYkselSPJ2CIP,269635
Prison Sex,TOOL,Undertow,6bBfqZW47dwndIfYQcB0VR,296320
Respect The Source,Barclay Crenshaw,Barclay Crenshaw,2Oa1Vtds9wopS1Vu0mgBvt,181468
Lollipop,Framing Hanley,The Moment (Digital Deluxe),49dFv4gH1SeY90FySDOwCE,187906
This Little Light of Mine,Veritas,This Little Light of Mine,1I6iqr9BfS2I9CVFxZRltW,200666
Resurrections,Lena Raine,Celeste (Original Soundtrack),1ugKYT4OfPyp4KFovrk4UL,578648
"make eggs, throw eggs",amphee,sunrise,7upqFamyoRaDTWtsDiJOgG,172235
Tasty Witch,Headland,Tasty Witch,2HK16cdTYm5kaXLleKckkT,264601
Nihil,Ghostemane,N / O / I / S / E,1nB6VmrPybx4xwkL80OqdA,147305
agoraphobic,CORPSE,agoraphobic,6ATqL4f1nFWwASrWi8nF6e,129795
"Debussy: Suite bergamasque, CD 82, L. 75: III. Clair de lune",Claude Debussy,Classical Chillout,3PyZRkNZFENqqXT31U4DoX,258474
Healing,Supertask,Healing,6bZMUM8GNyStCJXC0oKG82,352000
Bonfire Sessions,King Fantastic,Finger Snaps and Gun Claps,0OrpW2p1jJj1qpsmevRIB2,164355
Rise up Dead Man (Instrumental),Port Sulphur Band,Hunt: Showdown (Original Game Soundtrack),0vvG3fsZx0sb3pGvxj77Z4,198000
Flower Power,Greta Van Fleet,From The Fires,4SE1kjgRulcwjNcc7oFFg4,312533
You Spin Me Round (Like a Record),Dope,Felons And Revolutionaries,76WAICOanHKatb1uwbgYNg,163666
96 Quite Bitter Beings,CKY,"Camp Kill Yourself, Vol.1",7AimHQrOUoUTYbVX87D3Zl,201920
Young - Original Mix,Biz,Ethnic Voices,1jx1jexnlvqBVDfxLaWh2e,252264
Said N Done,21 Savage,SAVAGE MODE II,11XegnWeJHBDtj9IsNwngu,231831
Get to You,Saint Sinner,Get to You,27np5aIkLrUQmdfbuNWdpM,241935
Withdrawals,Tom MacDonald,Withdrawals,5dv6vn3bc2OaAdjT55ZooZ,194545
The Bad Touch,Bloodhound Gang,Hooray For Boobies,5EYdTPdJD74r9EVZBztqGG,260506
Edge Of Darkness,Greta Van Fleet,From The Fires,4rhUBIlzi7zgV7TryhVujl,268400
Dammit,blink-182,Dude Ranch,6WkSUgo1VdpzgtiXKlFPcY,165373
НА СЕЛО,DJ 89,Balkan Trap I & II,0p2xBuHNMhH6RaOBi9oRNb,188571
This Ring,Tech N9ne,Anghellic,3XqG7XNXjgPOV0Vuv6UHZi,355466
Flesh,Ghostemane,N / O / I / S / E,1Ae2QJGUPtnCzdA4XYn1NF,79270
Ballgag,Ghostemane,N / O / I / S / E,4Zdp7FjQOG1ejeV06dUiv6,165169
Built This Pool,blink-182,California (Deluxe Edition),30gC55td8iKXWenVwkj21L,16666
Blue Monday,Orgy,Candyass,5267gVdYWrLoz6ClOhlqmE,267000
A Change Is Gonna Come,Greta Van Fleet,From The Fires,12YYFvwwuYiw010ONgfYlW,197080
Forty Six & 2,TOOL,Ænima,6AioOohg4bQZFA4jIYQQ2r,363066
The Key To Gramercy Park - Album Version (Edited),Deadsy,Commencement,56RVUS1Yo2YxkhU9bIi2i1,192933
Boyz-n-the Hood,Dynamite Hack,Superfast,4WNtqQQ7K1Ys30l2JtKHDy,184490
Ænema,TOOL,Ænima,0nLOl4fSiBZKGFla5pLUtf,399266
Swamp Song,TOOL,Undertow,5q4L6JyoEY3VN5pOSbgjS8,331853
Happy?,Mudvayne,Lost and Found,0INUE1K7cEiE8VH63Rv5RJ,216426
Scream With Me,Mudvayne,Mudvayne,7ss73yV5efYHgm9bAQ98JM,172586
-1,Mudvayne,L.D. 50,2v4OZx6CBj631eoyayjYn1,238826
Death Blooms,Mudvayne,L.D. 50,3Y4rNagSf2IukhcOTWYJuV,291933
Darkness,Tab Benoit,The Sea Saint Sessions,3wewa5eAOjEFtlpoXAz4Kc,279613
Dead,Korn,Issues,0755biNI4iF5Ac6rm9GmHf,72786
Falling Away from Me,Korn,Issues,2F6FfZ4w8z3eJpSxPotVO5,270920
Trash,Korn,Issues,4DEYwr2SLpvj6plN2ngIfB,206866
Shoots and Ladders,Korn,Korn,3ezGIgTmk2BZy9C3j0x1h9,322133
Twist,Korn,Life Is Peachy,07xFWwKPOApMS56ildsV0G,49213
Lowrider,Korn,Life Is Peachy,4YJbZeAFY6D5p6izb51dK0,57360
A.D.I.D.A.S.,Korn,Life Is Peachy,0xgsyoVvRFSYvV5cdtYhX1,153600
Here to Stay,Korn,Untouchables,5NHTtXGCdO7ul16xr0q93w,270960
Right Now,Korn,Take A Look In The Mirror,437ShA8eBSfBmezIP9MeX1,189960
Y'all Want a Single,Korn,Take A Look In The Mirror,2WSWm0zlL3CJRACHS5KXbB,197906
Coming Undone,Korn,See You On the Other Side,3o7TMr6RmIusYH7Kkg7ujR,199773
Prey for Me,Korn,The Paradigm Shift (World Tour Edition),6HOEWRojSi7w8qfgW7hZZ2,217096
Debonaire,Dope,Felons And Revolutionaries,6e6FWuLjBx9RbfmBdZf6Ij,152626
Slipping Away,Dope,Life,0RtxZf4kpNDUEMdgFTvpN4,182533
You're Full Of Shit,Dope,Life,5R1vWiQcWgHekw0v9UeD8T,212600
Bother,Stone Sour,Stone Sour,0AfIsqZ4gTUg9CwwW2jLeK,240400
Through Glass,Stone Sour,Come What(ever) May [10th Anniversary Edition],5NeIONQWJ25uPylJBJiO4c,282946
Imperfect,Stone Sour,Audio Secrecy (Special Edition),4Y7GS2O7hjCUywYLXNnSbJ,262280
"The Travelers, Pt. 1 - Pt. 1",Stone Sour,"House of Gold & Bones, Part 1",3nFD5NAXcXzKYFASvm0VP4,146733
Sugar,System Of A Down,System Of A Down,31RTFPrB7wmYBhlkM2ILXG,153800
Spiders,System Of A Down,System Of A Down,4vAHXnJ5YWLq5hbIVzZS1h,215440
ATWA,System Of A Down,Toxicity,6gCVA6ja6g0foIsWv0RuSZ,176200
Aerials,System Of A Down,Toxicity,4e9eGQYsOiBcftrWXwsVco,235053
B.Y.O.B.,System Of A Down,Mezmerize,0EYOdF5FCkgOJJla8DI2Md,255466
Violent Pornography,System Of A Down,Mezmerize,249Z7XT6mf8B2zuI0RaeS0,211333
Lonely Day,System Of A Down,Hypnotize,1VNWaY3uNfoeWqb5U8x2QX,167906
Spit It Out,Slipknot,Slipknot,2yTnWN1R5j6grXC8YLf5mc,159773
The Heretic Anthem,Slipknot,Iowa,3OYZWMm5m2DEwq2Tc1ukTh,254000
"Vermilion, Pt. 2",Slipknot,Vol. 3: The Subliminal Verses,0O7lENhqOySbsL743G7PqD,224320
Stitches,Orgy,Candyass,5Y76U25W2UAZF9AwfrFAoJ,198560
Black Betty,Soil,Throttle Junkies,10AveWzlmt1Dkh9mhsV2KZ,159800
Flesh Into Gear,CKY,Infiltrate-Destory-Rebuild,3JwRNyUYy89ynTQoYefjhn,186240
Pretty Fly (For A White Guy),The Offspring,Americana,3SFXsFpeGmBTtQvKiwYMDA,188666
Why Don't You Get A Job,The Offspring,Americana,0sNKiz82ATCvT3f3XVVUUj,172466
What's My Age Again?,blink-182,Enema Of The State,4LJhJ6DQS7NwE7UKtvcM52,148360
All The Small Things,blink-182,Enema Of The State,2m1hi0nfMR9vdGC8UcrnwU,167066
Anthem,blink-182,Enema Of The State,0k4jXQdPD1NkxQutE3IB1C,217333
Anthem Part Two,blink-182,Take Off Your Pants And Jacket,24CRDgNOgA72JLL7PHFjgB,227200
Story Of A Lonely Guy,blink-182,Take Off Your Pants And Jacket,6c9UjtsLpfK5hTwTrdRDbR,219666
Always,blink-182,blink-182,3HM4NePuYAqdXpAGBk7nNz,251866
Bored To Death,blink-182,California (Deluxe Edition),1edxZi8FZ1IKAotHRurs7w,235613
Sober,blink-182,California (Deluxe Edition),42cgflAdNgI0TrQM8BqvxI,179613
Wild Side (feat. Cardi B),Normani,Wild Side (feat. Cardi B),2vXgyN14LX2zl7JEASw242,209476
Henrietta,The Fratellis,Costello Music,4kiMvD7yPec5viFrCQDiYK,211626
Death of a Bachelor,Panic! At The Disco,Death of a Bachelor,1BECwm5qkaBwlbfo4kpYx8,203506
Up and Rolling,North Mississippi Allstars,Up and Rolling,1Wg6dLYXgqxs0YtQS6ifco,303920
Caroline,Aminé,Good For You,5hTpBe8h35rJ67eAWHQsJx,209640
TUI,FKJ,TUI,0syxBXqvW4MhO3yYGcxkuw,110445
Too Hot To Stop (Pt. 1),The Bar-Kays,The Best Of The Bar-Kays,1pZlO1V8RgQFHUKDLOPguT,384640
Empty,Kevin Abstract,American Boyfriend: A Suburban Love Story,6gSw5vz7dcafda23VqMrnl,194336
Nikes On,Healy,Tungsten,5b31aX22XfycZp4LcpaG8p,162289
I Was Sad Last Night I'm OK Now,tobi lou,Live on Ice,0gEcmyKlIUoi3sHTFVO1bE,190560
Norf Norf,Vince Staples,Summertime '06,4uQ7wYsuL0DryknoDc11Hk,183160
Playinwitme (Remix) [feat. Logic and Kehlani],KYLE,Playinwitme (Remix) [feat. Logic and Kehlani],4g5IWycTaExrzYZFynV9vs,217545
RATCHET SATURN GIRL,Aminé,ONEPOINTFIVE,2q4F6OpQgx9umNB9uGFPYo,146573
Sugar and Cream,11 Acorn Lane,Time for Tea,5R8kwNtKaMEjSMDGaRAz6n,216562
Shreddy Krueger,Manwolves,Shreddy Krueger,3DB8IXuuM19xX92qpX7Fax,180937
Feeling Inside,Factor Chandelier,Champagne Nightmares,3RaGPEBLLq59KlydpC3uXK,236787
Hang Me out to Dry,Karl Denson,New Ammo,58YIzooPiDTYSbDmARmwEA,298426
Beijing Honey,Scoundrels,Sexy Weekend EP,4ikG90VyBLxudeiP5OvuUg,213506
Sexy Weekend,Scoundrels,Sexy Weekend EP,3tjnCI2F64MOrRzi3NgXCA,251255
Bad Habits,FIDLAR,Too,1QsPBAVbiMLsPLfnvatUWo,332640
Silver Dagger,Charley Crockett,In the Night,3sQbArSXY6C0YxUIrSBuNb,146455
Weird Side,Oliver Hart,The Many Faces of Oliver Hart or: How Eye One The Write Too Think,1b2mcoz5pZoLkUr3CMNBQz,193533
Oogum Boogum Song,Brenton Wood,Eastbound & Down Soundtrack,1dpWCuTNt2Ald7vjBES5Qe,150826
In One Ear,Cage The Elephant,Cage The Elephant (Expanded Edition),2VRJIIzbhhOGaxAhwCMfZX,241320
Ain't No Rest for the Wicked,Cage The Elephant,Cage The Elephant (Expanded Edition),3Pzh926pXggbMe2ZpXyMV7,175493
Back Against the Wall,Cage The Elephant,Cage The Elephant (Expanded Edition),0vz64VTiPPBpcmla0QvAI9,228320
By Myself,FIDLAR,By Myself,606MdMKIoz2TKV1pAML5OJ,214640
"Hey, Hey, What Can I Do - Remaster",Led Zeppelin,Coda (Deluxe Edition),16VhHtoaOjTU4AJBNSBNQ1,236760
Trouble,Cage The Elephant,Tell Me I'm Pretty,5n0CTysih20NYdT2S0Wpe8,225973
Lonesome Town,Ricky Nelson,Ricky Sings Again (Expanded Edition / Remastered),0SsYlkXxZ5vkWOTsKxMfMz,134040
Early One Morning,Big Hongry,Early One Morning,6ezKwotCuZRwTV0EmHiTQp,188000
Wake - Far Out Version,REZN,REZN | Audiotree Far Out,57ak1NxzAJp6GQ6Ms2du5H,495583
Don't Get Captured,Run The Jewels,Run The Jewels 3,4geKqZSxZdEsCUnMVhSThr,192226
Party All the Time,Eddie Murphy,How Could It Be,6N5DRCQUSXT1qQqmqsO92B,253293
These Days,mike.,This Isn't The Album,5tsI3xxDHDgzHhn30LTQNz,268565
Birmingham,Shovels & Rope,O' Be Joyful,3lwcrfL6LfZ1p9ZU8KRx4n,240560
Using Again,Benjamin Tod,I Will Rise,6TQzLEc2mFHyZ4eYXu50ma,163626
"Bangers, Beans and Mash",Infant Sorrow,Get Him To The Greek,4cSStjuXzsZqBxFj6iFc8F,213000
Furry Walls,Infant Sorrow,Get Him To The Greek,4b5k20rm3TXrBXsm4arTVi,188040
Brother in the Night,The Weeks,Dear Bo Jackson,4yEqmVObmekuI16LoISlUw,232360
Karma,The Main Squeeze,Karma,6wFtwvkZ0j0ldpQkc1RvRn,240484
Legend Has It,Run The Jewels,Run The Jewels 3,7satW8tFLasyZbftvrWFBP,205866
I Want You,Third Eye Blind,Third Eye Blind,6H6Gh6sds1QiHmFgzoEJbS,269013
Losing Side of Twenty Five,American Aquarium,Wolves,2PXumYrwMjU2lF5yxFVYhs,214570
A Thought is Just a Passing Train,John Moreland,LP5,3D7kWYTr1HHWX4B79Z1m2r,324933
Cocaine Country Dancing,Paul Cauthen,Room 41,4B9v2AXBpnA5tBhGTaQG0G,256281
Everybody Walkin' This Land,Paul Cauthen,Everybody Walkin' This Land,7LXLgoroFNCQQpMQt0tMA7,186111
Rodeo Song (Live),Ed Burleson,Live at the Son's,5KWvgEujSvZHFjoIR14IL9,469626
Whore,In This Moment,Blood,2tAzcTFry1OhmNERFjUR93,245533
Spicy (feat. Post Malone),Ty Dolla $ign,Featuring Ty Dolla $ign,5IUtvfNvOyVYZUa6AJFrnP,143375
Marry The Night - Zedd Remix,Lady Gaga,Born This Way (Special Edition),3acHQsIoaXtCPX96CDgivm,260573
Xenogenesis,TheFatRat,Xenogenesis,5iRVNYbhfWNO2VzBykX7GS,233379
Home,Dubba Jonny,Home,1LoxHv53Vw6ci8zbSCURdy,308571
Mount Everest,Labrinth,Imagination & the Misfit Kid,1ZdhOMWyFR8Iv9eylMGYg2,157497
Nuvole Bianche,Ludovico Einaudi,Una Mattina,3weNRklVDqb4Rr5MhKBR3D,357706
"Always with Me, Always with You",Joe Satriani,Surfing With The Alien,0NNep3grWO95CVGp04gMM4,202533
Poisoned By Prosperity,Vale Of Pnath,The Prodigal Empire,34huJ4SHhLT5nCcCVlO9QX,152693
Holy Ghost Fire,Paul Cauthen,Room 41,2LjvIdtY6NISb0eIB2wDJb,239803
Drift,Galimatias,Urban Flora,1CvsOSuVunHxebUvgftR3P,223448
All the Best,John Prine,The Missing Years,00NJC5H7lMteO234u8BvcN,208840
I Remember Everything,John Prine,I Remember Everything,5jYq5kj7kt6Iokzv7XeZhZ,163413
Sound (Chmura Remix),Ashez,Digital Human Remix,6Kb136WdAvV06x5LZdzZwy,257321
Home,Medasin,Irene,42NB7w0tDCag0mQpCtZe7Y,194546
Outlaws,The Widdler,Outlaws,0fmGW57GzkEq010veVqi9x,224571
Helena - 8-Bit Version,8 Bit Universe,"8-Bit Universe, Vol. 20",5wWYWmEgPuLxMOWpJ2mfYx,200446
Hell Is Round The Corner,Tricky,Maxinquaye (Deluxe Edition),2wC0qK8JN6gblb0ZJzE2d9,227066
Glory Box,Portishead,Dummy,3Ty7OTBNSigGEpeW2PqcsC,308626
Serotonin,Nic D,Serotonin,1FUQZYqWRVL8eaQd7uENlz,151301
Stereo Love,Edward Maya,Stereo Love,35Dofxo9smHVxmFQbhYIAT,247614
Glow Up,Dillard,Palm Skyline,6z3BhyFWu4bLcgwvaIjcRh,308571
doombap,Resonant Language,Phase Shift,43MW4GYsFPCkSBz2pdKVNH,220235
Shambles,Tsimba,Shambles EP,49U1XnEO5oXzKGnSOUql2P,219428
Luna,Saturna,Luna,0eb3Lfm9KuyikiBFHuN2O3,183428
Tartarian Nights,Freddy Todd,Moonflavours II,0a6GwFXzvq8cIV1biMLGul,288759
The Abyss Screams Back,Duffrey,Return to Source,2zu61fpSq1K3yAw5U7wisT,242666
Souffle,Saka,Souffle,6Dmer257qmorP4opLDXwJm,190628
Differentiate,Black Carl!,Differentiate,3ikqjEznpccAICmUOdj19G,262941
Evolution,Dreamers Delight,Evolution,0tIBpcrapaemsTHXMrmeQY,251257
Market,Dillard,Suti,0YKTIwXSRbPSWNARpLJYbp,269970
Flagpole Sitta (Harvey Danger cover),Chiodos,Punk Goes Pop Volume Two,41Alh584DTFqXdY3MIr8Y5,219120
You Belong With Me,For All Those Sleeping,"Punk Goes Pop, Volume 4",44OBSlplfyvdKJOcrFiT3E,230800
West Coast,Lana Del Rey,Ultraviolence (Deluxe),5Y6nVaayzitvsD5F7nr3DV,256760
PARADOX,Thouxanbanfauni,CLAIRVOYANCE,1q2KbvMk67ZYBSZkxktMRU,120000
RepeatInfinite,surrenderdorothy,BreathingExercise,4ALZ8gmNvmtOVNkZwK19dC,119333
Deep Fear - Phobia Radio Edit,Sidekick,Deep Fear (The Remixes),62MGwiZ4tlsdncPisSiw7e,208914
Hell Shot,Thouxanbanfauni,Hell Shot,60Yi5Vxd5oFcuIxXuerCSU,208901
Johnny Cash,Gvllow,Gvllow,0oqMBe7dyOKx20e30segWX,132500
it's just a few,cat soup,eutaxy,1ybHSlo0UdOtSnGCp44g2M,135485
Honest Fight,Charley Crockett,Music City USA,123FPPsRNxM1ANxJvuzoz6,204639
I Need Your Love,Charley Crockett,Music City USA,2xukUi9mX3gH3n6j0aPyD7,201163
Zzyzx Rd. - Pop Mix,Stone Sour,Come What(ever) May [10th Anniversary Edition],05BOCO1cK6iNmOYhjTTQit,241560
Throwed in the Game,Soudiere,"Young Pirelli, Vol. 6",4Ruz0HVcDMIpsWAcLb4dmt,151578
PSTLGRP.,JASON RICH,PSTLGRP.,7uhWOxj1Pjld2J02yAVONZ,226233
Two Twelve Subwoofer,99zed,TALEZ FROM THA STANK,1uGzYOG9N5AcGjY1EwxtdF,109116
GOJIRA,HAARPER,GOJIRA,2y8q506AV6Qqfm6T0PtWiB,117560
Fly High,Inteus,Chapter 1,5NdmcMtbz7E5NGplS94fgu,211764
Star Echoes,D/A/D,The Construct,6S6r56sYkdJfEbQYAnAH5X,322425
Stars of the Night,Dynatron,"The Legacy Collection, Vol. II",7LxMlmPxMdm6tm58F7ykxm,348029
Trappin in Spanish,Dj Smokey,"Codeine Demonz, Vol. 2",7hqSNKJMrIPqes3Bw3vnOq,576339
Rick N Morty,SwuM,Swum,4aTNxS3wntZBNAWbDIlto3,111780
Humans Are Such Easy Prey,Perturbator,Dangerous Days,67dA1a6OCUtLHgq9qdQ216,262720
Istbu (I'll Shoot This Bitch Up),Shooter McShootem,Istbu (I'll Shoot This Bitch Up),6cT79IuwxAmiMjI6384zDf,188342
Tojiro,YTD,Mythical Spirit,4YiyUE4sD2b9UooerYm0Lz,77557
Breathe,Blanke,Breathe,6Ijgotp139ahnNIFw4Vr1N,248965
Asylum,ZABO,Asylum,2tSZctCyCfhezgxRUSslqS,201178
Tension,SoDown,Tension,5oGVcmuOYiCApOXueoNaN5,236000
Step Back!,1nonly,Step Back!,6jdwbcH788txYS6Doy1F1j,150674
bloody!,Sadfriendd,bloody!,4ZBEfyphqFsSkjWP7y2L6E,113156
Fucking Your Culture,$uicideboy$,"Sing Me a Lullaby, My Sweet Temptation",2gkVweydDn7MmHmqXAlEzk,195994
Off The Ground,Sub Focus,Off The Ground,5UvLQncwvEGiRLn0xEZw45,242750
Angels Landing,ISOxo,Angels Landing,7z8zdcW66DyZ931P6BjnX7,233600
Galactic Ambassador,Dreamers Delight,Galactic Ambassador,6IQoYF7izlYzDaehNkhY2z,248000
Solaris Rerez,Le Castle Vania,Solaris Rerez,6CgFbMFM2zckKNyaaCn9Bn,271728
Boundless Perception,Player Dave,Where the Wind Blew Me,0vFzrSpmFYKAo3yxGZO2LE,247442
All The Same,Sick Puppies,Dressed Up As Life,3vIw7vxgUTPtppVwMfhcwo,258586
End Of My Rope,Pokey LaFarge,Rock Bottom Rhapsody,7lTkFWrIfmGD4Woj3ZLDi4,178139
Lucky Sometimes,Pokey LaFarge,Rock Bottom Rhapsody,3U03XCOp9QMunVju5hg4jt,283704
Kill Me Patiently,Boundaries,My Body in Bloom,7fXmgaWVA04j3hvfNsuWQ9,200648
Too Far Gone,The All-American Rejects,The All-American Rejects,56iaUux6W8dIS5l48ViTJd,245066
"Swing, Swing",The All-American Rejects,The All-American Rejects,003FTlCpBTM4eSqYSWPv4H,233266
Move Along,The All-American Rejects,Move Along,58HpsDKeYoLtNhXFQyQmz5,238880
It Ends Tonight,The All-American Rejects,Move Along,5ZqNz8GXWpkb95f7aVxTA0,244826
Hey There Delilah,Plain White T's,All That We Needed,4RCWB3V8V0dignt99LZ8vH,232533
Heaven On Earth,Black Carl!,Rush Hour,50xGuMB0OATAAcILg6R3YK,220952
Death by Yeppers,Soulacybin,"Adventures in Hyper-Chill, Vol. 1",4IJrCNv9ms0JdpQ0S7bNhE,233168
Bunny Suit,Sematary,Rainbow Bridge,4W2P5X1qz3RJEQWjo74vL2,181129
Mom…It's Not a Phase (feat. Kxllswxtch),Fat Nick,Hope You're Proud,4rLV9S2MHmiG4t62oykATJ,105046
Don't Trust Jeffery,Idontknowjeffery,The Jeffery Compilation,30ZB0Mgcw2fBERItVPDYFf,110576
Nicky F Baby,Fat Nick,Hope You're Proud,4PfPkJX5eQtdcHrPzRM8xm,160000
Phonk Fucker,Faceless 1-7,Hollow Tape 666,0safMtuqIY0yhVwBA8PwyB,93057
Visceral,Mindex,Visceral,1HxMTeFkTzhCgK3UOFaWTX,257695
Ubuntu,Malakai,Milieux,4DjxQLMgZXxrfEtAZT5Cc6,204137
Break It To Me Gently,Brenda Lee,"...""Let Me Sing""",5JccvAiwcZ7n3urnXqWPsG,164000
Laika's Feelings,Ham Squared,Neural Virus,3JQ2EdPGQWMITqyTkvuBQ2,260000
The Vanishers,Autotross,Time Vault,1rUCU0kN37Z2GlOYkXG4Nm,230117
Redemption,SB-SIX,Trajectories EP,1fzm80CP3enik6Xg48DsTL,226324
