name,artist,album,spotify_id,duration_ms,explicit,uri,primary_genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Attention,The Raconteurs,Consolers of the Lonely,4zsmZNQZOxIUmOMKG6oNqY,220600,False,spotify:track:4zsmZNQZOxIUmOMKG6oNqY,Unknown,0.449,0.857,11,-4.447,1,0.0446,0.00045,0.00144,0.598,0.308,146.014,4
Pull This Blanket Off,The Raconteurs,Consolers of the Lonely,4sLbfRkX9GjCjoNYJSoRDr,119026,False,spotify:track:4sLbfRkX9GjCjoNYJSoRDr,Unknown,0.492,0.392,7,-10.203,1,0.0297,0.507,1.01e-05,0.21,0.256,134.104,4
Rich Kid Blues,The Raconteurs,Consolers of the Lonely,1fTHAyvN59KLgc3l5Ke3FY,274266,False,spotify:track:1fTHAyvN59KLgc3l5Ke3FY,Unknown,0.3,0.754,7,-5.03,1,0.0466,0.0154,0.000106,0.131,0.0663,98.909,4
These Stones Will Shout,The Raconteurs,Consolers of the Lonely,1FFKj1TucNWJ6bbMvjZs7Z,232800,False,spotify:track:1FFKj1TucNWJ6bbMvjZs7Z,Unknown,0.638,0.786,9,-5.547,1,0.0347,0.0516,1.16e-06,0.101,0.701,129.446,4
Carolina Drama,The Raconteurs,Consolers of the Lonely,51nWdZNUyFZqpUMwWZDhMH,355000,False,spotify:track:51nWdZNUyFZqpUMwWZDhMH,Unknown,0.369,0.689,9,-5.893,0,0.088,0.285,0,0.13,0.401,162.518,4
Atomic Mind,Nick Johnston,Atomic Mind,3OGqneU8xnMSmkL2i7pklR,277971,False,spotify:track:3OGqneU8xnMSmkL2i7pklR,Unknown,0.126,0.735,10,-5.438,0,0.0616,0.00281,0.865,0.102,0.203,179.211,3
Ghost of the Robot Graveyard,Nick Johnston,Atomic Mind,766ePHO1luCVsdUlamlWBz,313947,False,spotify:track:766ePHO1luCVsdUlamlWBz,Unknown,0.512,0.774,6,-5.5,0,0.0524,0.000284,0.842,0.119,0.579,119.952,4
Last Deals of Dead Men,Nick Johnston,Atomic Mind,2MANoa8IXzbijItbr3PvVE,378596,False,spotify:track:2MANoa8IXzbijItbr3PvVE,Unknown,0.375,0.762,3,-4.955,0,0.0371,0.000208,0.841,0.187,0.493,130.029,4
Silver Tongued Devil,Nick Johnston,Atomic Mind,1rxnQBHms3IHTAOcD4rk95,494435,False,spotify:track:1rxnQBHms3IHTAOcD4rk95,Unknown,0.391,0.896,1,-5.365,0,0.0816,0.000577,0.805,0.262,0.375,130.345,4
Out of the Wasteland,Nick Johnston,Atomic Mind,5WLWYoVoB4ksMP2kFManpE,212190,False,spotify:track:5WLWYoVoB4ksMP2kFManpE,Unknown,0.326,0.941,3,-4.883,0,0.0849,0.000208,0.773,0.417,0.476,159.951,4
Wonderful Madness,Nick Johnston,Atomic Mind,5ZviMnBo4hqv8WyWNmaxzg,307413,False,spotify:track:5ZviMnBo4hqv8WyWNmaxzg,Unknown,0.119,0.722,0,-4.702,0,0.0525,0.00129,0.871,0.145,0.4,179.982,3
Ultra Force,Nick Johnston,Atomic Mind,30fgvIk7UZTJzFWqE04me7,286975,False,spotify:track:30fgvIk7UZTJzFWqE04me7,Unknown,0.245,0.902,3,-4.81,0,0.0858,0.000131,0.876,0.126,0.261,77.826,4
Scoundrels Lounge,Nick Johnston,Atomic Mind,65SpCIVjqhxLXTmSIWFn5Q,388823,False,spotify:track:65SpCIVjqhxLXTmSIWFn5Q,Unknown,0.178,0.736,8,-5.235,0,0.0473,0.00325,0.821,0.118,0.369,179.763,3
Lost in a Dream,Nick Johnston,Atomic Mind,6lwqru1gdBtiFlnHQcElIK,248237,False,spotify:track:6lwqru1gdBtiFlnHQcElIK,Unknown,0.344,0.7,5,-5.212,0,0.0371,0.000247,0.755,0.208,0.574,66.668,4
My Final Days On a Doomed Planet,Nick Johnston,Atomic Mind,7ddp2Gw6Fezf7OrztX3zGu,364096,False,spotify:track:7ddp2Gw6Fezf7OrztX3zGu,Unknown,0.218,0.621,9,-5.919,1,0.0548,0.00695,0.906,0.118,0.201,142.928,3
Back to School (Mini Maggit),Deftones,White Pony,0Qrb3L8JgreLBW8g4qyan9,237360,False,spotify:track:0Qrb3L8JgreLBW8g4qyan9,Unknown,0.3,0.986,8,-3.022,1,0.107,0.000386,0.000136,0.0924,0.256,85.117,4
Feiticeira,Deftones,White Pony,0FpYnuKYFJXHAmHbS1CycY,189760,True,spotify:track:0FpYnuKYFJXHAmHbS1CycY,Unknown,0.196,0.97,8,-4.692,1,0.26,0.000404,0.0631,0.288,0.114,153.186,4
Digital Bath,Deftones,White Pony,2jSJm3Gv6GLxduWLenmjKS,255373,False,spotify:track:2jSJm3Gv6GLxduWLenmjKS,Unknown,0.338,0.859,4,-4.938,0,0.0824,0.00122,0.211,0.0936,0.504,92.966,4
Elite,Deftones,White Pony,3jnYlchDDAiLzfkPPy12ig,241800,False,spotify:track:3jnYlchDDAiLzfkPPy12ig,Unknown,0.46,0.992,5,-3.298,0,0.0818,0.000638,0.866,0.321,0.206,90.877,4
Rx Queen,Deftones,White Pony,6HgrJfzfj9WRBABdussy8z,268026,False,spotify:track:6HgrJfzfj9WRBABdussy8z,Unknown,0.571,0.919,10,-6.596,1,0.0457,0.000106,0.274,0.171,0.548,143.155,4
Street Carp,Deftones,White Pony,5qNr7GnEmD3zA2oQTAdI3a,161600,True,spotify:track:5qNr7GnEmD3zA2oQTAdI3a,Unknown,0.197,0.941,2,-4.112,1,0.0597,5.89e-05,0,0.214,0.503,161.434,4
Teenager,Deftones,White Pony,3JVtnUPy4JhlbhQnfzw85l,200466,False,spotify:track:3JVtnUPy4JhlbhQnfzw85l,Unknown,0.762,0.753,6,-10.152,0,0.0979,0.445,0.0175,0.0706,0.771,134.327,4
Knife Prty,Deftones,White Pony,42Kv1RoTAm09FeytxiuZIB,289200,False,spotify:track:42Kv1RoTAm09FeytxiuZIB,Unknown,0.295,0.883,0,-3.897,0,0.0446,0.00025,0.0234,0.137,0.118,74.483,3
Korea,Deftones,White Pony,7cYKGj2j9AWNwQukTl2Jev,203600,False,spotify:track:7cYKGj2j9AWNwQukTl2Jev,Unknown,0.271,0.91,7,-3.645,1,0.0854,1.51e-05,4.34e-05,0.134,0.149,88.463,4
Passenger,Deftones,White Pony,7IoK6jZBxY7NMoQPoPXZCF,368666,False,spotify:track:7IoK6jZBxY7NMoQPoPXZCF,Unknown,0.345,0.797,0,-6.152,1,0.0551,0.00188,0.0668,0.145,0.223,117.987,4
Change (In the House of Flies),Deftones,White Pony,51c94ac31swyDQj9B3Lzs3,299533,False,spotify:track:51c94ac31swyDQj9B3Lzs3,Unknown,0.269,0.853,7,-4.647,0,0.0854,0.000249,0.000246,0.118,0.179,141.581,4
Pink Maggit,Deftones,White Pony,0FrT8a39eo6siL1yIxVGTP,453226,False,spotify:track:0FrT8a39eo6siL1yIxVGTP,Unknown,0.144,0.668,8,-6.622,1,0.048,0.00633,0.308,0.11,0.0362,89.64,3
No One Loves Me and Neither Do I,Them Crooked Vultures,Them Crooked Vultures,4Mxef2s34ecbB6UtSdSf9E,310376,False,spotify:track:4Mxef2s34ecbB6UtSdSf9E,Unknown,0.231,0.904,2,-5.506,1,0.0895,0.0304,2.74e-06,0.15,0.598,176.073,4
"Mind Eraser, No Chaser",Them Crooked Vultures,Them Crooked Vultures,6t4l1cR6SZPE5DmsVVOmzv,246830,False,spotify:track:6t4l1cR6SZPE5DmsVVOmzv,Unknown,0.247,0.954,11,-3.791,0,0.178,0.00235,4.12e-06,0.26,0.152,150.033,4
New Fang,Them Crooked Vultures,Them Crooked Vultures,7uJLdyIAaYLGT0oLw7I6b3,228639,False,spotify:track:7uJLdyIAaYLGT0oLw7I6b3,Unknown,0.278,0.961,7,-3.845,1,0.0607,7.36e-06,0.000662,0.0268,0.752,189.664,4
Dead End Friends,Them Crooked Vultures,Them Crooked Vultures,5ByJlcDmUzK69tpub789AB,195531,False,spotify:track:5ByJlcDmUzK69tpub789AB,Unknown,0.343,0.963,6,-3.354,1,0.106,0.00338,0.0136,0.72,0.55,151.496,4
Elephants,Them Crooked Vultures,Them Crooked Vultures,6RGk4ooM4yLouf6Lqe4pTR,409778,False,spotify:track:6RGk4ooM4yLouf6Lqe4pTR,Unknown,0.234,0.877,10,-4.587,1,0.073,5.98e-05,0.0654,0.376,0.533,179.575,4
Scumbag Blues,Them Crooked Vultures,Them Crooked Vultures,557jg1bhE6fYKPtfEGZXGG,265823,False,spotify:track:557jg1bhE6fYKPtfEGZXGG,Unknown,0.54,0.823,7,-5.122,1,0.0385,2.44e-05,0.00948,0.0911,0.475,112.282,4
Bandoliers,Them Crooked Vultures,Them Crooked Vultures,7iWW3SUgt8d6EQruC0NQ2B,342013,False,spotify:track:7iWW3SUgt8d6EQruC0NQ2B,Unknown,0.384,0.978,0,-3.795,1,0.0509,3.27e-05,0.0186,0.155,0.456,123.72,4
Reptiles,Them Crooked Vultures,Them Crooked Vultures,6LZ29tffOwcn7ypCRPExlb,255773,False,spotify:track:6LZ29tffOwcn7ypCRPExlb,Unknown,0.503,0.931,2,-2.47,1,0.0833,0.00184,0.0033,0.308,0.638,105.081,4
Interlude with Ludes,Them Crooked Vultures,Them Crooked Vultures,3LQBwtYaxhwkZgxlU5GvfF,224541,False,spotify:track:3LQBwtYaxhwkZgxlU5GvfF,Unknown,0.532,0.731,1,-8.8,1,0.0421,0.193,0.759,0.112,0.221,109.57,4
Warsaw or the First Breath You Take After You Give Up,Them Crooked Vultures,Them Crooked Vultures,1nevHoCWi4U6sx7c5zt1Wu,469779,False,spotify:track:1nevHoCWi4U6sx7c5zt1Wu,Unknown,0.308,0.87,2,-5.48,1,0.101,0.00648,0.127,0.126,0.318,153.481,4
Caligulove,Them Crooked Vultures,Them Crooked Vultures,6QbteWdj211JJFzyXt3WKJ,295270,False,spotify:track:6QbteWdj211JJFzyXt3WKJ,Unknown,0.412,0.861,2,-4.268,1,0.0684,0.0062,0.0106,0.449,0.462,120.042,4
Gunman,Them Crooked Vultures,Them Crooked Vultures,1hreMeBwxRRmChwRSjP1Kk,285329,False,spotify:track:1hreMeBwxRRmChwRSjP1Kk,Unknown,0.353,0.867,9,-3.908,1,0.0406,7.15e-05,0.000245,0.183,0.382,112.684,4
Spinning in Daffodils,Them Crooked Vultures,Them Crooked Vultures,4EN9GOVMjMrCFbkFD8swf4,448027,False,spotify:track:4EN9GOVMjMrCFbkFD8swf4,Unknown,0.285,0.893,7,-4.706,1,0.0682,0.000153,0.574,0.104,0.151,112.829,4
Israel's Son,Silverchair,Frogstomp (Deluxe Edition) [Remastered],4gAV3sMEZn4lrfKPGARCqA,318320,False,spotify:track:4gAV3sMEZn4lrfKPGARCqA,Unknown,0.209,0.841,7,-4.579,1,0.0621,0.000762,3.6e-05,0.0998,0.396,163.712,4
Tomorrow,Silverchair,Frogstomp (Deluxe Edition) [Remastered],24tO365YW6lcZr1hN4Ukzj,266280,False,spotify:track:24tO365YW6lcZr1hN4Ukzj,Unknown,0.292,0.714,2,-4.919,1,0.0316,0.000658,0.000109,0.102,0.462,151.412,3
Faultline,Silverchair,Frogstomp (Deluxe Edition) [Remastered],18ihvfYz6uiieilnfl4XCs,258894,False,spotify:track:18ihvfYz6uiieilnfl4XCs,Unknown,0.226,0.831,2,-4.586,0,0.0378,8.15e-05,0.000599,0.107,0.411,152.236,4
Pure Massacre,Silverchair,Frogstomp (Deluxe Edition) [Remastered],7qCIP5KHYy9HuXbEEWzmC7,298640,False,spotify:track:7qCIP5KHYy9HuXbEEWzmC7,Unknown,0.226,0.823,2,-5.425,0,0.0421,0.000132,6.41e-05,0.0891,0.406,183.809,4
Shade,Silverchair,Frogstomp (Deluxe Edition) [Remastered],2keOybXUjBXImmAjk7UapM,242093,False,spotify:track:2keOybXUjBXImmAjk7UapM,Unknown,0.342,0.585,0,-5.68,1,0.0299,0.0378,0.000528,0.0839,0.366,141.587,3
Leave Me Out,Silverchair,Frogstomp (Deluxe Edition) [Remastered],1BDBs8P8JpqsuO9cWyfPlN,183333,False,spotify:track:1BDBs8P8JpqsuO9cWyfPlN,Unknown,0.309,0.846,2,-5.31,1,0.05,6.88e-05,0.00036,0.235,0.569,132.722,4
Suicidal Dream,Silverchair,Frogstomp (Deluxe Edition) [Remastered],3AZ5XoHdiFpiKMky6M1Gt9,192783,False,spotify:track:3AZ5XoHdiFpiKMky6M1Gt9,Unknown,0.465,0.708,11,-6.299,0,0.0327,0.0286,1.34e-05,0.108,0.388,97.532,4
Madman,Silverchair,Frogstomp (Deluxe Edition) [Remastered],66BwWfwHYkoGSi6iUUj98I,163336,False,spotify:track:66BwWfwHYkoGSi6iUUj98I,Unknown,0.429,0.9,9,-5.87,1,0.0942,0.000478,0.825,0.0952,0.599,135.173,4
Undecided,Silverchair,Frogstomp (Deluxe Edition) [Remastered],3Yhi0Tz3zAD5Q7OUekXsdz,276626,False,spotify:track:3Yhi0Tz3zAD5Q7OUekXsdz,Unknown,0.269,0.702,9,-5.469,1,0.055,0.00276,0,0.0939,0.372,89.344,4
Cicada,Silverchair,Frogstomp (Deluxe Edition) [Remastered],6mJdEWVOaCayMo8eaSl3Xw,310441,False,spotify:track:6mJdEWVOaCayMo8eaSl3Xw,Unknown,0.272,0.898,9,-5.971,1,0.0512,6.26e-05,0.000155,0.0955,0.364,122.156,4
Findaway,Silverchair,Frogstomp (Deluxe Edition) [Remastered],6pcyozjE7GDIbf4oN8ctLe,178185,False,spotify:track:6pcyozjE7GDIbf4oN8ctLe,Unknown,0.214,0.978,10,-4.357,1,0.0963,8.46e-05,0.212,0.0992,0.315,101.028,4
Tomorrow - Single Version,Silverchair,Frogstomp (Deluxe Edition) [Remastered],1GiZpoUewBi4QIOixG6lk6,265694,False,spotify:track:1GiZpoUewBi4QIOixG6lk6,Unknown,0.321,0.634,2,-5.999,1,0.0362,0.015,2.09e-05,0.105,0.314,152.434,3
Acid Rain,Silverchair,Frogstomp (Deluxe Edition) [Remastered],4qlt75yo3JSaAKU8th1hXe,212133,False,spotify:track:4qlt75yo3JSaAKU8th1hXe,Unknown,0.337,0.937,9,-5.356,1,0.0662,0.000141,1.74e-05,0.315,0.441,121.74,4
Blind,Silverchair,Frogstomp (Deluxe Edition) [Remastered],3OoZg5GIrewNd7kDTlgWPU,295893,False,spotify:track:3OoZg5GIrewNd7kDTlgWPU,Unknown,0.381,0.709,7,-6.01,1,0.0284,0.028,7.37e-05,0.0583,0.451,99.248,4
Stoned,Silverchair,Frogstomp (Deluxe Edition) [Remastered],1qCjyHRdhPhFQOF2naMFuz,168333,False,spotify:track:1qCjyHRdhPhFQOF2naMFuz,Unknown,0.417,0.761,5,-5.48,1,0.0338,0.0194,0,0.0621,0.401,92.909,4
Madman - Vocal Version,Silverchair,Frogstomp (Deluxe Edition) [Remastered],6B4tWbLBuFBg67ME5JIknr,164253,False,spotify:track:6B4tWbLBuFBg67ME5JIknr,Unknown,0.435,0.841,9,-6.36,1,0.14,0.00167,0.641,0.0989,0.463,135.43,4
Madman - Live at the Cambridge,Silverchair,Frogstomp (Deluxe Edition) [Remastered],4eL0R62LHuoOogiLFiUUuR,226400,False,spotify:track:4eL0R62LHuoOogiLFiUUuR,Unknown,0.366,0.759,4,-7.046,0,0.0619,0.000875,0.381,0.981,0.511,134.324,4
Blind - Live at the Cambridge,Silverchair,Frogstomp (Deluxe Edition) [Remastered],4l9fWXoYFSRukBKTBq47Km,332640,False,spotify:track:4l9fWXoYFSRukBKTBq47Km,Unknown,0.21,0.738,7,-6.31,0,0.0435,0.00182,0.154,0.689,0.531,170.021,3
Tomorrow - Live at the Cambridge,Silverchair,Frogstomp (Deluxe Edition) [Remastered],53D7fweZK9SpJYupgMjVGF,284420,False,spotify:track:53D7fweZK9SpJYupgMjVGF,Unknown,0.246,0.683,2,-4.243,1,0.0347,0.00392,0.000953,0.687,0.298,100.825,4
Faultline - Live at the Cambridge,Silverchair,Frogstomp (Deluxe Edition) [Remastered],6mJ4jvcUS5O83KIcPotQki,257139,False,spotify:track:6mJ4jvcUS5O83KIcPotQki,Unknown,0.289,0.821,5,-5.087,1,0.0612,0.00494,0.00449,0.96,0.504,133.424,4
Pure Massacre - Live at the Cambridge,Silverchair,Frogstomp (Deluxe Edition) [Remastered],0YE192ngnBi1ddjZSosEtm,443185,False,spotify:track:0YE192ngnBi1ddjZSosEtm,Unknown,0.253,0.792,2,-6.327,0,0.0568,0.00441,0.0106,0.952,0.383,87.345,4
It's On!,Korn,Follow The Leader,0e06Zwd1027jFtmrRbXAjl,269573,False,spotify:track:0e06Zwd1027jFtmrRbXAjl,Unknown,0.447,0.795,11,-6.855,0,0.109,0.00074,0.0237,0.0992,0.229,90.975,4
Freak On a Leash,Korn,Follow The Leader,6W21LNLz9Sw7sUSNWMSHRu,255733,True,spotify:track:6W21LNLz9Sw7sUSNWMSHRu,Unknown,0.353,0.898,2,-5.877,1,0.052,2.23e-05,0.105,0.39,0.525,103.293,4
Got the Life,Korn,Follow The Leader,6nJPHXRpKYv2yqtalEjKy5,225306,True,spotify:track:6nJPHXRpKYv2yqtalEjKy5,Unknown,0.501,0.905,11,-5.721,0,0.0518,1.88e-05,0.765,0.383,0.584,123.277,4
Dead Bodies Everywhere,Korn,Follow The Leader,6vsyag9kEPckt19NClSf51,285280,True,spotify:track:6vsyag9kEPckt19NClSf51,Unknown,0.359,0.933,11,-6.885,0,0.0807,0.000661,0.264,0.117,0.097,104.922,4
Children of the Korn (feat. Ice Cube),Korn,Follow The Leader,72ZarLfZuVXLa2VN1jzAWk,232600,False,spotify:track:72ZarLfZuVXLa2VN1jzAWk,Unknown,0.697,0.808,1,-6.803,0,0.203,0.00277,0.00258,0.0509,0.54,95.841,4
B.B.K.,Korn,Follow The Leader,2Djbx0U7eJ7Lnd8Pq6Vf0y,236800,False,spotify:track:2Djbx0U7eJ7Lnd8Pq6Vf0y,Unknown,0.407,0.928,9,-6.075,1,0.0695,0.000112,0.142,0.196,0.104,113.878,4
Pretty,Korn,Follow The Leader,27qsQGjOEBiVoZJB1ViI4Y,252573,False,spotify:track:27qsQGjOEBiVoZJB1ViI4Y,Unknown,0.369,0.847,2,-6.951,1,0.111,0.00032,0.192,0.624,0.401,109.105,4
All In the Family (feat. Fred Durst),Korn,Follow The Leader,7yYvvOB7CuzdVldb6zOk1m,288973,False,spotify:track:7yYvvOB7CuzdVldb6zOk1m,Unknown,0.658,0.849,7,-7.577,1,0.109,0.0012,0,0.0415,0.609,92.807,4
Reclaim My Place,Korn,Follow The Leader,3EhZiXAVPkfWSbgWZ7oDa4,272920,True,spotify:track:3EhZiXAVPkfWSbgWZ7oDa4,Unknown,0.436,0.932,9,-6.535,1,0.0854,0.00022,0.419,0.131,0.124,109.236,4
Justin,Korn,Follow The Leader,28OSNixK6pehk9qavIeUUz,257545,False,spotify:track:28OSNixK6pehk9qavIeUUz,Unknown,0.451,0.925,4,-6.348,1,0.0606,0.0012,0.799,0.16,0.418,90.042,4
Seed,Korn,Follow The Leader,5U1lKuwbhpAC7N5JLHx0H0,355026,False,spotify:track:5U1lKuwbhpAC7N5JLHx0H0,Unknown,0.36,0.792,4,-8.142,1,0.0445,7.73e-05,0.111,0.114,0.336,96.91,4
Cameltosis (feat. Slimkid 3),Korn,Follow The Leader,52etae4ON7iYMTHUuwjv11,278400,False,spotify:track:52etae4ON7iYMTHUuwjv11,Unknown,0.478,0.928,9,-6.127,1,0.321,0.00252,0.0417,0.105,0.4,173.704,4
My Gift to You,Korn,Follow The Leader,0h9qCOdRAlOA8IoAQOe5e9,435453,False,spotify:track:0h9qCOdRAlOA8IoAQOe5e9,Unknown,0.358,0.585,9,-6.194,1,0.0315,6.06e-05,0.299,0.194,0.0773,102.656,4
Earache My Eye,Korn,Follow The Leader,2nHQoZ4asdLlj8tQftdMAm,386560,False,spotify:track:2nHQoZ4asdLlj8tQftdMAm,Unknown,0.37,0.589,4,-9.423,0,0.133,0.00129,0.0105,0.868,0.31,86.006,4
Once,Pearl Jam,Ten,4nRyBgsqXEP2oPfzaMeZr7,231367,True,spotify:track:4nRyBgsqXEP2oPfzaMeZr7,Unknown,0.413,0.885,2,-7.695,0,0.0777,0.00535,1.97e-06,0.166,0.211,113.807,4
Even Flow,Pearl Jam,Ten,6QewNVIDKdSl8Y3ycuHIei,292580,True,spotify:track:6QewNVIDKdSl8Y3ycuHIei,Unknown,0.394,0.944,10,-6.506,0,0.0761,0.00178,4.54e-06,0.298,0.265,105.338,4
Alive,Pearl Jam,Ten,1L94M3KIu7QluZe63g64rv,340907,False,spotify:track:1L94M3KIu7QluZe63g64rv,Unknown,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,4
Why Go,Pearl Jam,Ten,337kipThk7s7nHJ8POg1jK,200039,True,spotify:track:337kipThk7s7nHJ8POg1jK,Unknown,0.322,0.968,9,-5.59,1,0.106,0.00999,4.12e-05,0.445,0.316,115.565,4
Black,Pearl Jam,Ten,5Xak5fmy089t0FYmh3VJiY,342653,False,spotify:track:5Xak5fmy089t0FYmh3VJiY,Unknown,0.36,0.684,4,-6.457,0,0.0308,0.323,0,0.34,0.2,77.15,4
Jeremy,Pearl Jam,Ten,62nQ8UZVqR2RMvkJHkcO2o,318226,True,spotify:track:62nQ8UZVqR2RMvkJHkcO2o,Unknown,0.285,0.846,2,-6.472,1,0.0438,0.0404,0,0.182,0.287,108.808,4
Oceans,Pearl Jam,Ten,0LBmvPJYmtEJ7kkWvc3kbT,161893,False,spotify:track:0LBmvPJYmtEJ7kkWvc3kbT,Unknown,0.362,0.377,7,-10.142,1,0.034,0.512,0.101,0.175,0.147,112.393,5
Porch,Pearl Jam,Ten,3zNkNyXEeDs2HeAZ0fYqxI,210520,True,spotify:track:3zNkNyXEeDs2HeAZ0fYqxI,Unknown,0.326,0.935,9,-5.69,1,0.0698,0.00372,7.55e-06,0.302,0.17,135.762,4
Garden,Pearl Jam,Ten,3KcJEOyaLDLAERlOCBhmPA,298933,False,spotify:track:3KcJEOyaLDLAERlOCBhmPA,Unknown,0.191,0.707,7,-6.846,1,0.0345,0.0478,6.1e-05,0.295,0.179,82.7,4
Deep,Pearl Jam,Ten,4tfWxyTBCJoN5gK358oL3W,258186,False,spotify:track:4tfWxyTBCJoN5gK358oL3W,Unknown,0.284,0.882,4,-6.42,0,0.0616,0.000179,0.000491,0.0979,0.25,82.226,3
Release,Pearl Jam,Ten,3xAka0D8585mDoShALnsd7,546018,False,spotify:track:3xAka0D8585mDoShALnsd7,Unknown,0.241,0.34,7,-11.919,1,0.0446,0.446,0.0641,0.0994,0.064,80.979,4
We Die Young,Alice In Chains,Facelift,5Ds35L9KpUDKgSxZ6whuoQ,152560,False,spotify:track:5Ds35L9KpUDKgSxZ6whuoQ,Unknown,0.486,0.938,1,-6.652,1,0.0704,1.79e-05,0.000103,0.361,0.525,125.816,4
Man in the Box,Alice In Chains,Facelift,6gZVQvQZOFpzIy3HblJ20F,285200,True,spotify:track:6gZVQvQZOFpzIy3HblJ20F,Unknown,0.355,0.791,8,-7.565,1,0.0453,0.00045,0,0.0969,0.758,106.392,4
Sea Of Sorrow,Alice In Chains,Facelift,4XssnBT81vTIH6iYYUSv84,349746,False,spotify:track:4XssnBT81vTIH6iYYUSv84,Unknown,0.288,0.843,11,-7.858,1,0.0633,0.0139,0,0.0555,0.311,122.147,4
Bleed The Freak,Alice In Chains,Facelift,60l2m3BD5VY0HSc3xmSpPI,242600,False,spotify:track:60l2m3BD5VY0HSc3xmSpPI,Unknown,0.245,0.749,8,-9.352,0,0.0599,0.00252,7.87e-06,0.185,0.221,118.363,4
I Can't Remember,Alice In Chains,Facelift,4aSCbMw2Nw2eQkJ0okcp8q,222426,False,spotify:track:4aSCbMw2Nw2eQkJ0okcp8q,Unknown,0.277,0.736,8,-8.851,1,0.0404,0.00146,2.43e-05,0.214,0.185,104.974,4
"Love, Hate, Love",Alice In Chains,Facelift,2YolSRrYvFxhTGjbiT33yH,387906,False,spotify:track:2YolSRrYvFxhTGjbiT33yH,Unknown,0.323,0.633,8,-9.014,1,0.0402,0.00783,0.000112,0.0435,0.209,103.978,4
It Ain't Like That,Alice In Chains,Facelift,3P5IxgmbTBhBV6qE867LmD,277693,False,spotify:track:3P5IxgmbTBhBV6qE867LmD,Unknown,0.445,0.842,8,-7.9,0,0.0417,0.00905,3.57e-05,0.295,0.676,102.859,4
Sunshine,Alice In Chains,Facelift,6gnvB7ejTWObv3d2xdCaL4,285653,False,spotify:track:6gnvB7ejTWObv3d2xdCaL4,Unknown,0.178,0.787,1,-7.008,1,0.0476,0.00297,6.9e-06,0.163,0.37,76.932,4
Put You Down,Alice In Chains,Facelift,4ndE8nr81B9b0q4RfIqEGw,195680,False,spotify:track:4ndE8nr81B9b0q4RfIqEGw,Unknown,0.363,0.901,5,-8.147,0,0.0558,0.00068,1.88e-05,0.348,0.574,113.575,4
Confusion,Alice In Chains,Facelift,5fuilHPCSViseXRrKMEFns,344080,False,spotify:track:5fuilHPCSViseXRrKMEFns,Unknown,0.251,0.734,3,-7.43,1,0.0397,0.00666,4.73e-05,0.116,0.129,149.831,4
I Know Somethin (Bout You),Alice In Chains,Facelift,358XBWJ3pa71P4U89v393N,262360,False,spotify:track:358XBWJ3pa71P4U89v393N,Unknown,0.414,0.822,8,-8.972,0,0.0597,7.98e-05,1.78e-06,0.402,0.747,113.363,4
Real Thing,Alice In Chains,Facelift,41HCZr5cOMuiX2z5Gbi1qi,245160,False,spotify:track:41HCZr5cOMuiX2z5Gbi1qi,Unknown,0.341,0.883,8,-7.342,1,0.0906,0.00993,0,0.0714,0.265,123.056,4
To Defy The Laws Of Tradition,Primus,They Can't All Be Zingers,67QoiIkRlv6Y7N4e3eLitd,400800,False,spotify:track:67QoiIkRlv6Y7N4e3eLitd,Unknown,0.584,0.946,9,-3.609,1,0.0933,0.011,0.046,0.0487,0.387,114.048,4
John The Fisherman,Primus,They Can't All Be Zingers,4kiVGEOrzWmEUCxXU21rtN,216733,False,spotify:track:4kiVGEOrzWmEUCxXU21rtN,Unknown,0.604,0.948,7,-3.093,1,0.0595,0.000816,0.00714,0.0446,0.861,115.132,4
Too Many Puppies,Primus,They Can't All Be Zingers,30dxVfMjlhBY6fXo3ThhJM,236826,False,spotify:track:30dxVfMjlhBY6fXo3ThhJM,Unknown,0.487,0.905,2,-5.085,1,0.118,0.0248,9.34e-05,0.175,0.624,159.622,4
Jerry Was A Race Car Driver,Primus,They Can't All Be Zingers,0EMLtepZpcY9T64AVEmyyv,191240,False,spotify:track:0EMLtepZpcY9T64AVEmyyv,Unknown,0.524,0.982,6,-2.865,0,0.126,0.0092,0.126,0.328,0.662,122.916,4
Those Damned Blue-Collar Tweekers,Primus,They Can't All Be Zingers,5KTunRwahqz91ErLDc9luS,317240,False,spotify:track:5KTunRwahqz91ErLDc9luS,Unknown,0.686,0.888,6,-4.769,0,0.0592,0.00174,0.454,0.286,0.705,100.036,4
Tommy The Cat,Primus,They Can't All Be Zingers,1efp2bPw7ssJpCi0Almgsx,254560,False,spotify:track:1efp2bPw7ssJpCi0Almgsx,Unknown,0.511,0.983,6,-3.702,0,0.141,0.00177,0.169,0.504,0.333,128.315,4
My Name Is Mud,Primus,They Can't All Be Zingers,7axVaL2WO7cC3fXxtd9Zlj,285306,False,spotify:track:7axVaL2WO7cC3fXxtd9Zlj,Unknown,0.703,0.918,11,-3.476,0,0.0743,0.00856,0.176,0.117,0.455,98.388,4
Mr. Krinkle,Primus,They Can't All Be Zingers,6F1McvQGPg1RR2eS2QdYnp,324960,False,spotify:track:6F1McvQGPg1RR2eS2QdYnp,Unknown,0.558,0.903,0,-5.034,1,0.0701,0.35,0.309,0.278,0.771,127.364,4
